AUD,001,"4,485758",01.01.2020.,0
CAD,001,"5,117836",01.01.2020.,0
CZK,001,"0,295224",01.01.2020.,0
DKK,001,"0,999003",01.01.2020.,0
HUF,100,"2,203807",01.01.2020.,0
JPY,100,"6,199213",01.01.2020.,0
NOK,001,"0,726338",01.01.2020.,0
SEK,001,"0,706176",01.01.2020.,0
CHF,001,"7,025463",01.01.2020.,0
GBP,001,"8,783069",01.01.2020.,0
USD,001,"6,823158",01.01.2020.,0
BAM,001,"3,816207",01.01.2020.,0
EUR,001,"7,463852",01.01.2020.,0
PLN,001,"1,732516",01.01.2020.,0
